S.no,Instagram_name,Name,Subscribers,Audience_country,Authentic_engagement,Engagement_average,Category_1,Category_2,Engagement_Rate,Subscribers_Scaled,Authentic_Engagement_Scaled,Category_Weight,Influencer_Score
84,realstraykids,Stray Kids,22700000.0,Indonesia,1700000.0,2100000.0,0,0,0.09251101321585903,0.03818615751789976,0.13385826771653542,0.5,0.12523190608502063
114,hoooooyeony,Hoyeon,22900000.0,South Korea,1100000.0,1500000.0,Lifestyle,0,0.06550218340611354,0.038553332109418026,0.08661417322834646,0.7,0.1250897076409401
122,deepikapadukone,Deepika Padukone,68800000.0,India,342000.0,446200.0,Cinema & Actors/actresses,0,0.00648546511627907,0.12281990086286029,0.026929133858267715,0.8,0.12482598307702328
326,anguscloud,Angus Cloud,8000000.0,United States,720100.0,1200000.0,0,0,0.15,0.01119882504130714,0.056700787401574804,0.5,0.1246998049927071
329,auba,Pierre-Emerick Aubameyang,13300000.0,United Kingdom,445000.0,708600.0,Sports with a ball,0,0.053278195488721806,0.020928951716541216,0.035039370078740154,0.9,0.12459783772619913
738,saipallavi.senthamarai,Sai Pallavi,6100000.0,India,462700.0,530800.0,Cinema & Actors/actresses,0,0.08701639344262295,0.007710666421883606,0.03643307086614173,0.8,0.12440637147684262
868,woozi_universefactory,WOOZI,4000000.0,Indonesia,543600.0,646700.0,0,0,0.161675,0.0038553332109418025,0.04280314960629921,0.5,0.1243872298845424
170,jichangwook,지창욱,21400000.0,Indonesia,828300.0,1100000.0,Cinema & Actors/actresses,0,0.0514018691588785,0.03579952267303103,0.06522047244094488,0.8,0.12434469895364969
157,zidane,zidane,33700000.0,Spain,524200.00000000006,714000.0,Sports with a ball,0,0.02118694362017804,0.05838076005140445,0.04127559055118111,0.9,0.12424412357372878
484,navidmohammadzadeh,navid mohammadzadeh,8600000.0,Iran,495900.0,700100.0,Cinema & Actors/actresses,0,0.08140697674418605,0.012300348815861941,0.03904724409448819,0.8,0.12406234416133066
71,charlidamelio,charli,49100000.0,United States,1100000.0,1300000.0,Lifestyle,Shows,0.026476578411405296,0.08665320359831101,0.08661417322834646,0.7,0.1239094270897247
118,iamsrk,Shah Rukh Khan,30400000.0,India,863300.0,1100000.0,Cinema & Actors/actresses,0,0.03618421052631579,0.05232237929135304,0.0679763779527559,0.8,0.12376567358848342
401,premierleague,Premier League,59200000.0,United Kingdom,83700.0,121900.0,Sports with a ball,0,0.0020591216216216215,0.10519552046998348,0.006590551181102362,0.9,0.12370041502586418
222,carryminati,𝑨𝒋𝒆𝒚 𝑵𝒂𝒈𝒂𝒓,16100000.000000002,India,795300.0,935800.0,Computers & Gadgets,Machinery & Technologies,0.05812422360248447,0.02606939599779696,0.06262204724409448,0.8,0.12359491768915179
192,jamesrodriguez10,James Rodríguez,49900000.0,Colombia,250000.0,380500.0,Sports with a ball,0,0.007625250501002004,0.08812190196438408,0.01968503937007874,0.9,0.12342367866373177
196,m10_official,Mesut Özil,24200000.0,Turkey,539000.0,758100.0,Sports with a ball,0,0.03132644628099174,0.04093996695428676,0.042440944881889764,0.9,0.12330075757506068
92,zacefron,Zac Efron,54800000.0,United States,534400.0,774700.0,Cinema & Actors/actresses,0,0.014136861313868614,0.09711767945658162,0.04207874015748032,0.8,0.12320579639401802
140,rohittt_09_,𝐑𝐨𝐡𝐢𝐭 𝐙𝐢𝐧𝐣𝐮𝐫𝐤𝐞 ~ 𝐫𝐞𝐚𝐜𝐭𝐢𝐨𝐧𝐛𝐨𝐢 💫,24100000.0,India,807500.0,1100000.0,Shows,Lifestyle,0.04564315352697095,0.04075637965852763,0.06358267716535433,0.8,0.12320071074141756
107,shahidkapoor,Shahid Kapoor,35700000.0,India,858000.0,971600.0,Cinema & Actors/actresses,0,0.027215686274509803,0.06205250596658712,0.06755905511811024,0.8,0.12301383732340213
89,virginia,Virginia Fonseca Costa,39200000.0,Brazil,708400.0,1100000.0,Shows,Lifestyle,0.02806122448979592,0.06847806131815679,0.05577952755905512,0.8,0.12292381370317644
284,perrieedwards,Perrie Edwards 🖤,15900000.0,Brazil,456600.0,712500.0,Modeling,0,0.04481132075471698,0.02570222140627869,0.03595275590551181,0.9,0.12282574590487277
395,alissaviolet,Alissa Violet,11700000.0,United States,387100.0,622800.0,Modeling,0,0.05323076923076923,0.017991554984395083,0.03048031496062992,0.9,0.12278583717975222
195,twicetagram,TWICE,26600000.0,Indonesia,564000.0,684300.0,Modeling,0,0.025725563909774436,0.045346062052505964,0.044409448818897634,0.9,0.1227759339434411
922,ykaaar,Damiano David/Måneskin,5200000.0,Italy,336700.0,462000.0,Cinema & Actors/actresses,0,0.08884615384615385,0.006058380760051404,0.026511811023622045,0.8,0.12265833797120138
723,vernonline,Vernon 버논,4600000.0,Japan,543600.0,719100.0,0,0,0.15632608695652173,0.0049568569854966035,0.04280314960629921,0.5,0.12257812179951752
837,fedevalverde,Fede Valverde,6600000.0,Spain,293800.0,416700.0,Sports with a ball,0,0.06313636363636364,0.008628602900679273,0.023133858267716537,0.9,0.12246989797829255
43,dualipa,DUA LIPA,86300000.0,United States,1200000.0,1500000.0,0,0,0.01738122827346466,0.15494767762070866,0.09448818897637795,0.5,0.12233443239087405
415,o.dembele7,Ousmane Dembélé,11500000.0,Spain,358500.0,613200.0,Sports with a ball,0,0.05332173913043478,0.017624380392876816,0.028228346456692914,0.9,0.12226167906137556
860,arcticmonkeys,Arctic Monkeys,4099999.9999999995,United States,463200.0,651500.0,0,0,0.15890243902439027,0.004038920506700936,0.03647244094488189,0.5,0.12206713995074277
464,florencepugh,Florence Pugh,7900000.0,United States,523200.00000000006,800000.0,Humor & Fun & Happiness,Cinema & Actors/actresses,0.10126582278481013,0.011015237745548008,0.041196850393700794,0.7,0.12205027051632861
524,lexibrookerivera,Lexi Rivera,8500000.0,United States,512000.0,640500.0,Shows,Humor & Fun & Happiness,0.0753529411764706,0.012116761520102808,0.04031496062992126,0.8,0.12183919705260335
634,perspolis,Persepolis,8300000.000000001,Iran,335200.0,476400.0,Sports with a ball,0,0.057397590361445774,0.011749586928584544,0.026393700787401574,0.9,0.121762652380634
274,yoona__lim,0,13900000.0,Indonesia,700100.0,837600.0,Cinema & Actors/actresses,0,0.0602589928057554,0.02203047549109602,0.055125984251968504,0.8,0.12173793662002469
179,lanarhoades,Lana Rhoades,16600000.000000002,United States,771400.0,1300000.0,Lifestyle,Modeling,0.07831325301204818,0.026987332476592626,0.06074015748031496,0.7,0.12156953244386004
950,strangehuman,nova,4300000.0,United States,0.0,540100.0,Lifestyle,0,0.1256046511627907,0.004406095098219202,0.0,0.7,0.12156368899458203
61,nasa,NASA,82300000.0,India,800400.0,961700.0,Science,Photography,0.011685297691373026,0.14760418579034332,0.0630236220472441,0.6,0.12156009922310101
560,kun11xd,KUN,6900000.0,Indonesia,552500.0,689600.0,Lifestyle,0,0.09994202898550725,0.009179364787956673,0.04350393700787401,0.7,0.1214314084321647
478,juventus,Juventus,54800000.0,India,75500.0,110500.0,Sports with a ball,0,0.0020164233576642336,0.09711767945658162,0.005944881889763779,0.9,0.12113084955799294
918,sabinahidalgo,Sabina Hidalgo,4800000.0,Brazil,427100.0,512500.0,Lifestyle,0,0.10677083333333333,0.00532403157701487,0.033629921259842516,0.7,0.1210315270584063
263,realbarbarapalvin,Barbara Palvin,18200000.0,Russia,483400.0,652300.0,Modeling,Fashion,0.03584065934065934,0.029924729208738756,0.03806299212598425,0.9,0.12092628092408222
448,leaelui,Lea Elui G,11400000.0,India,337500.0,567200.0,Modeling,Lifestyle,0.04975438596491228,0.01744079309711768,0.026574803149606297,0.9,0.12044895294502149
453,leaelui,Lea Elui G,11400000.0,India,337500.0,567200.0,Modeling,Lifestyle,0.04975438596491228,0.01744079309711768,0.026574803149606297,0.9,0.12044895294502149
496,yangyang_x2,YangYang 양양,6400000.0,Indonesia,714500.0,907200.0,0,0,0.14175,0.008261428309161005,0.056259842519685035,0.5,0.12043039699668531
887,ms.sethii,Shilpa Sethi,6500000.0,United States,255900.0,387200.0,Modeling,0,0.05956923076923077,0.00844501560492014,0.0201496062992126,0.9,0.12039111824901089
836,natalee.007,Natalie Lee,7000000.0,United States,308600.0,394500.0,Modeling,0,0.056357142857142856,0.009362952083715808,0.024299212598425195,0.9,0.12021158528765694
431,sadiomaneofficiel,Sadio Mane,12100000.0,United Kingdom,390400.0,556400.0,Sports with a ball,0,0.04598347107438017,0.018725904167431615,0.03074015748031496,0.9,0.12015919117604455
341,kimjuncotton,SUHO,10300000.0,Indonesia,732400.0,873700.0,Lifestyle,0,0.0848252427184466,0.01542133284376721,0.05766929133858267,0.7,0.12009035520822534
259,garethbale11,Gareth Bale,48100000.0,Spain,160600.0,251800.0,Sports with a ball,0,0.005234927234927235,0.08481733064071967,0.012645669291338582,0.9,0.12006830394445453
739,sonamkapoor,Sonam Kapoor Ahuja,33500000.0,India,80600.0,95300.0,Fashion,Modeling,0.002844776119402985,0.05801358545988618,0.006346456692913386,1.0,0.11981127742430973
265,lizgillz,Elizabeth Gillies,14100000.0,Mexico,578900.0,838100.0,Cinema & Actors/actresses,0,0.05943971631205674,0.022397650082614285,0.04558267716535433,0.8,0.11961171698267786
939,cobratate,Emory Andrew Tate III,4700000.0,Romania,311000.0,506800.0,Lifestyle,Racing Sports,0.10782978723404256,0.005140444281255737,0.02448818897637795,0.7,0.11957168597326934
802,i_nivethathomas,Nivetha Thomas,6100000.0,India,412000.0,466000.0,Cinema & Actors/actresses,0,0.07639344262295082,0.007710666421883606,0.03244094488188976,0.8,0.11935876595212339
830,jessicajane99,Jessica Jane,5900000.0,Indonesia,352000.0,463900.0,Shows,Modeling,0.0786271186440678,0.007343491830365338,0.027716535433070864,0.8,0.11919720209335091
236,justintimberlake,Justin Timberlake,66099999.99999999,United States,157900.0,210900.0,Cinema & Actors/actresses,0,0.003190620272314675,0.11786304387736368,0.012433070866141732,0.8,0.11912177544536334
202,akshaykumar,Akshay Kumar,63100000.0,India,229800.0,273000.0,Cinema & Actors/actresses,0,0.004326465927099841,0.1123554250045897,0.01809448818897638,0.8,0.11905611151001214
151,emilia_clarke,0,27000000.0,India,733500.0,922200.0,Cinema & Actors/actresses,0,0.03415555555555556,0.046080411235542504,0.05775590551181102,0.8,0.1190375266952472
311,neslihanatagul,Neslihan Atagül Doğulu,13500000.0,Turkey,608900.0,776600.0,Cinema & Actors/actresses,Modeling,0.057525925925925925,0.021296126308059486,0.04794488188976378,0.8,0.11898818464074098
82,dojacat,Doja Cat,24200000.0,United States,1500000.0,2000000.0,0,0,0.08264462809917356,0.04093996695428676,0.11811023622047244,0.5,0.11896188857004994
536,urstrulymahesh,Mahesh Babu,8800000.0,India,534100.0,588000.0,Cinema & Actors/actresses,0,0.06681818181818182,0.012667523407380211,0.04205511811023622,0.8,0.11893855337153406
272,marvel,Marvel Entertainment,66400000.00000001,United States,148000.0,175500.0,Cinema & Actors/actresses,Shows,0.0026430722891566264,0.11841380576464111,0.011653543307086614,0.8,0.11891207930647232
833,dhanashree9,Dhanashree Verma,5200000.0,India,417200.0,525000.0,Lifestyle,Cinema & Actors/actresses,0.10096153846153846,0.006058380760051404,0.0328503937007874,0.7,0.11877220835278827
262,luissuarez9,Luis Suárez,44300000.0,Brazil,179900.0,269700.0,Sports with a ball,0,0.00608803611738149,0.0778410134018726,0.014165354330708662,0.9,0.11862058933365612
995,dhanashree9,Dhanashree Verma,5200000.0,India,326900.0,411300.0,Shows,0,0.07909615384615384,0.006058380760051404,0.02574015748031496,0.8,0.11860400726253997
995,dhanashree9,Dhanashree Verma,5200000.0,India,326900.0,411300.0,Shows,0,0.07909615384615384,0.006058380760051404,0.02574015748031496,0.8,0.11860400726253997
219,colesprouse,Cole Sprouse,35900000.0,United States,324600.0,423800.0,Modeling,0,0.011805013927576602,0.06241968055810538,0.025559055118110234,0.9,0.1185597207620843
803,chaelincl,CL,10300000.0,Brazil,206300.0,272900.0,Fashion,Modeling,0.02649514563106796,0.01542133284376721,0.016244094488188976,1.0,0.11847327700319515
704,staceysolomon,Stacey Solomon,5400000.0,United Kingdom,536200.0,645900.0,Family,0,0.11961111111111111,0.00642555535156967,0.04222047244094488,0.6,0.11821620553810433
120,chrisbrownofficial,BREEZY,119100000.0,United States,172000.0,268200.0,0,0,0.002251889168765743,0.21516431062970445,0.013543307086614173,0.5,0.11815871027374047
362,stephencurry30,Wardell Curry,45900000.0,United States,140000.0,187300.0,Sports with a ball,Family,0.004080610021786492,0.08077841013401874,0.011023622047244094,0.9,0.11807049145836905
697,alishalehmann7,Alisha Lehmann,8199999.999999999,Brazil,227800.0,430100.0,Sports with a ball,0,0.05245121951219513,0.011565999632825407,0.017937007874015747,0.9,0.11803768926952883
117,jenniferaniston,Jennifer Aniston,40700000.0,Brazil,554900.0,805300.0,Cinema & Actors/actresses,0,0.019786240786240788,0.07123187075454379,0.04369291338582677,0.8,0.11802264021802482
176,zkdlin,KAI,14200000.0,Indonesia,1200000.0,1500000.0,0,0,0.1056338028169014,0.02258123737837342,0.09448818897637795,0.5,0.11792553013554818
164,bizarrap,BZRP,14900000.0,Argentina,1300000.0,1500000.0,0,0,0.10067114093959731,0.023866348448687354,0.10236220472440945,0.5,0.11790080185532702
143,miakhalifa,Mia K.,27700000.0,India,605500.0,968500.0,Fitness & Gym,Lifestyle,0.03496389891696751,0.04736552230585644,0.047677165354330704,0.8,0.11773064932941009
981,shahinsamadpoor,Shahin Samad poor شاهین صمدپور,4700000.0,Iran,360500.0,475900.0,Literature & Journalism,Cinema & Actors/actresses,0.10125531914893617,0.005140444281255737,0.028385826771653543,0.7,0.11772142629828189
981,shahinsamadpoor,Shahin Samad poor شاهین صمدپور,4700000.0,Iran,360500.0,475900.0,Literature & Journalism,Cinema & Actors/actresses,0.10125531914893617,0.005140444281255737,0.028385826771653543,0.7,0.11772142629828189
285,ashishchanchlani,Ashish Chanchlani,14600000.0,India,621800.0,760300.0,Cinema & Actors/actresses,0,0.052075342465753426,0.023315586561409953,0.048960629921259845,0.8,0.11761693893897635
145,ladygaga,Lady Gaga,53300000.0,United States,351000.0,492300.0,Cinema & Actors/actresses,0,0.00923639774859287,0.09436387002019461,0.02763779527559055,0.8,0.11753127916061365
649,sooyoungchoi,Sooyoung Choi,7400000.0,Indonesia,421300.0,508500.0,Beauty,Lifestyle,0.06871621621621622,0.01009730126675234,0.03317322834645669,0.8,0.11715032253580354
312,arigameplays,ARIGAMEPLAYS,11500000.0,Mexico,727800.0,873800.0,Lifestyle,Cinema & Actors/actresses,0.07598260869565217,0.017624380392876816,0.057307086614173226,0.7,0.11714177491895855
625,romanreigns,Joe Anoai aka “Roman Reigns”,6600000.0,India,471800.0,612400.0,Lifestyle,0,0.0927878787878788,0.008628602900679273,0.0371496062992126,0.7,0.11713365364519782
570,itsmarziapie,Marzia Kjellberg,8300000.000000001,United States,450100.0,549900.0,Beauty,Lifestyle,0.06625301204819277,0.011749586928584544,0.035440944881889765,0.8,0.11711426987423043
366,wow_kimsohyun,김소현,12400000.0,Indonesia,592100.0,681200.0,Cinema & Actors/actresses,Modeling,0.05493548387096774,0.019276666054709016,0.04662204724409449,0.8,0.11708160281361872
827,gucci,0,49000000.0,United States,42000.0,55700.0,Accessories & Jewellery,Clothing & Outfits,0.001136734693877551,0.08646961630255187,0.003307086614173228,0.9,0.11705699609115124
185,strangerthingstv,Stranger Things Netflix,22600000.0,Brazil,649800.0,869600.0,Cinema & Actors/actresses,Shows,0.03847787610619469,0.038002570222140625,0.05116535433070866,0.8,0.11702499237526182
645,sanchooo10,Jadon Sancho,8900000.0,United Kingdom,244600.0,427700.0,Sports with a ball,0,0.0480561797752809,0.012851110703139343,0.019259842519685037,0.9,0.11692977362499118
917,landonorris,Lando Norris,5700000.0,Italy,334300.0,421200.0,Racing Sports,Cars & Motorbikes,0.07389473684210526,0.006976317238847072,0.026322834645669292,0.8,0.1169153568376301
368,caradelevingne,Cara Delevingne,42800000.0,United States,137400.0,192700.0,Modeling,Cinema & Actors/actresses,0.004502336448598131,0.0750872039654856,0.010818897637795276,0.9,0.11649087529664401
95,oohsehun,SEHUN,23200000.0,Indonesia,1500000.0,1800000.0,0,0,0.07758620689655173,0.03910409399669543,0.11811023622047244,0.5,0.11638775820172381
288,bhuvan.bam22,Bhuvan Bam,14800000.0,India,594900.0,736500.0,Cinema & Actors/actresses,0,0.04976351351351351,0.02368276115292822,0.04684251968503937,0.8,0.11637873768829177
692,pokimanelol,pokimane 🤍,6200000.0,United States,436700.0,575300.0,Lifestyle,Shows,0.09279032258064517,0.007894253717642739,0.03438582677165354,0.7,0.11636157050188159
251,lukamodric10,Luka Modric,24800000.0,Spain,349000.0,511300.0,Sports with a ball,0,0.020616935483870967,0.042041490728841564,0.02748031496062992,0.9,0.11635528440432685
283,sachintendulkar,Sachin Tendulkar,35600000.0,India,264200.0,316700.0,Sports with a ball,Lifestyle,0.008896067415730338,0.06186891867082798,0.020803149606299212,0.9,0.11627973248880039
146,varundvn,VarunDhawan,44100000.0,India,484000.0,589800.0,Cinema & Actors/actresses,0,0.013374149659863945,0.07747383881035433,0.03811023622047244,0.8,0.11621385875114637
45,shawnmendes,Shawn Mendes,70200000.0,Brazil,1200000.0,1700000.0,0,0,0.024216524216524215,0.12539012300348817,0.09448818897637795,0.5,0.11620128438293173
964,bowerjamie,ᴊᴀᴍɪᴇ ᴄᴀᴍᴘʙᴇʟʟ ʙᴏᴡᴇʀ,5500000.0,Italy,302600.0,403400.0,Cinema & Actors/actresses,0,0.07334545454545455,0.006609142647328805,0.023826771653543306,0.8,0.11608627894308914
964,bowerjamie,ᴊᴀᴍɪᴇ ᴄᴀᴍᴘʙᴇʟʟ ʙᴏᴡᴇʀ,5500000.0,Italy,302600.0,403400.0,Cinema & Actors/actresses,0,0.07334545454545455,0.006609142647328805,0.023826771653543306,0.8,0.11608627894308914
564,phoebejtonkin,Phoebe Tonkin,8400000.0,United States,388300.0,554100.0,Beauty,Cinema & Actors/actresses,0.06596428571428571,0.011933174224343675,0.030574803149606297,0.8,0.11608062718293867
396,shehnaazgill,Shehnaaz Gill,11800000.0,India,527600.0,657800.0,Cinema & Actors/actresses,0,0.055745762711864405,0.018175142280154214,0.041543307086614176,0.8,0.11605950918611488
513,euphoria,euphoria,7800000.0,United States,434300.0,700800.0,Photography,Cinema & Actors/actresses,0.08984615384615384,0.010831650449788875,0.03419685039370079,0.7,0.11602732675213835
129,addisonraee,Addison Rae,40000000.0,United States,481000.0,742200.0,Beauty,0,0.018555,0.06994675968422986,0.037874015748031495,0.8,0.11598083105487528
743,troyesivan,troye sivan,13400000.0,United States,164100.0,235700.0,Fashion,Modeling,0.01758955223880597,0.02111253901230035,0.012921259842519685,1.0,0.11595383456771644
213,haileesteinfeld,hailee steinfeld,19600000.0,United States,626300.0,795200.0,Cinema & Actors/actresses,0,0.04057142857142857,0.03249495134936662,0.04931496062992126,0.8,0.11584004895936569
139,luvadepedreiro,Iran Ferreira,18400000.0,Brazil,894200.0,1500000.0,Family,Sports with a ball,0.08152173913043478,0.030291903800257026,0.07040944881889763,0.6,0.11577815655603055
494,tiffanyyoungofficial,tiffany young,12800000.0,Indonesia,359600.0,449900.0,Modeling,Fashion,0.0351484375,0.02001101523774555,0.028314960629921258,0.9,0.11572567169730792
655,dylanminnette,Dylan Minnette,7300000.0,United States,312100.0,507400.0,Cinema & Actors/actresses,0,0.0695068493150685,0.009913713970993207,0.0245748031496063,0.8,0.11569181454724664
648,taylor_hill,Taylor Hill,20500000.0,United States,121000.0,180500.0,Fashion,Modeling,0.008804878048780487,0.034147237011198824,0.00952755905511811,1.0,0.11567163413389547
882,aycaaysinturan,Ayça Ayşin Turan,6000000.0,Turkey,317900.0,424100.0,Cinema & Actors/actresses,0,0.07068333333333333,0.007527079126124473,0.025031496062992126,0.8,0.11553775628376911
226,gatenm123,Gaten Matarazzo,18700000.0,Brazil,596800.0,788200.0,Cinema & Actors/actresses,Fashion,0.04214973262032085,0.030842665687534427,0.04699212598425197,0.8,0.11551111795123908
904,haniaheheofficial,Hania Aamir 哈尼亚·阿米尔,6000000.0,Pakistan,360400.0,413200.0,Beauty,Lifestyle,0.06886666666666667,0.007527079126124473,0.02837795275590551,0.8,0.11548038095568514
623,jenna_chew,JENNA 周甄娜,7900000.0,United States,414700.0,506200.0,Fitness & Gym,0,0.0640759493670886,0.011015237745548008,0.03265354330708661,0.8,0.11546565973191719
277,mr_faisu_07,FAISAL SHAIKH,28300000.0,India,322900.0,411800.0,Modeling,Cinema & Actors/actresses,0.014551236749116608,0.04846704608041123,0.0254251968503937,0.9,0.11544564789384876
567,nessabarrett,ness,7300000.0,United States,470700.0,637900.0,Lifestyle,0,0.08738356164383562,0.009913713970993207,0.037062992125984254,0.7,0.11534013727402906
818,actor_jg,배우 이준기,6500000.0,Indonesia,372300.0,437300.0,Cinema & Actors/actresses,0,0.06727692307692308,0.00844501560492014,0.02931496062992126,0.8,0.11530726603822955
772,nikefootball,Nike Football (Soccer),45400000.0,Brazil,42800.0,66100.0,Sports with a ball,Clothing & Outfits,0.0014559471365638767,0.07986047365522307,0.0033700787401574803,0.9,0.11521453669922398
156,lewishamilton,Lewis Hamilton,29800000.0,Brazil,564500.0,810500.0,Racing Sports,0,0.02719798657718121,0.05122085551679824,0.04444881889763779,0.8,0.11513521506543953
421,dqsalmaan,Dulquer Salmaan,11100000.0,India,462400.0,625800.0,Cinema & Actors/actresses,0,0.05637837837837838,0.01689003120984028,0.036409448818897634,0.8,0.11490025047808297
330,kevindebruyne,Kevin De Bruyne,18900000.0,United Kingdom,320300.0,495700.0,Sports with a ball,0,0.026227513227513228,0.03120984027905269,0.025220472440944882,0.9,0.11489805186291009
960,raffinagita1717,Raffi Ahmad and Nagita Slavina,64000000.0,Indonesia,23800.0,34800.0,Shows,0,0.00054375,0.11400771066642189,0.001874015748031496,0.8,0.11479461634953289
960,raffinagita1717,Raffi Ahmad and Nagita Slavina,64000000.0,Indonesia,23800.0,34800.0,Shows,0,0.00054375,0.11400771066642189,0.001874015748031496,0.8,0.11479461634953289
380,andressasuita,Andressa Suita,15800000.0,Brazil,296200.0,491300.0,Modeling,0,0.03109493670886076,0.025518634110519554,0.02332283464566929,0.9,0.11475813184583404
858,hm_son7,Son HeungMin(손흥민)🇰🇷,7600000.0,Brazil,213100.0,346600.0,Sports with a ball,0,0.04560526315789474,0.010464475858270608,0.016779527559055117,0.9,0.11473735353245011
168,kapilsharma,Kapil Sharma,42600000.0,India,463900.0,528600.0,Cinema & Actors/actresses,Shows,0.012408450704225351,0.07472002937396734,0.03652755905511811,0.8,0.11468490090490398
659,rogerfederer,Roger Federer,9800000.0,Spain,294300.0,380800.0,Sports with a ball,0,0.038857142857142854,0.014503396364971543,0.023173228346456694,0.9,0.11452852172163996
184,erling.haaland,Erling Braut Haaland,18300000.0,Brazil,722600.0,1100000.0,Lifestyle,Sports with a ball,0.060109289617486336,0.030108316504497894,0.05689763779527559,0.7,0.11445573835739901
771,ewsbdi,로운,4700000.0,Indonesia,439600.0,657100.0,0,0,0.13980851063829788,0.005140444281255737,0.03461417322834646,0.5,0.11438837218536517
869,sergiroberto,Sergi Roberto,7600000.0,Spain,215100.0,339000.0,Sports with a ball,0,0.04460526315789474,0.010464475858270608,0.01693700787401575,0.9,0.11436884959544225
162,saraalikhan95,Sara Ali Khan,41200000.0,India,459900.0,561200.0,Cinema & Actors/actresses,0,0.013621359223300971,0.07214980723333946,0.03621259842519685,0.8,0.1143360055443616
350,sureshraina3,Suresh Raina,21000000.0,India,369300.0,416600.0,Modeling,0,0.019838095238095238,0.035065173489994494,0.029078740157480316,0.9,0.11427053817373252
356,sureshraina3,Suresh Raina,21000000.0,India,369300.0,416600.0,Modeling,0,0.019838095238095238,0.035065173489994494,0.029078740157480316,0.9,0.11427053817373252
167,hrithikroshan,Hrithik Roshan,43900000.0,India,407500.0,515700.00000000006,Cinema & Actors/actresses,0,0.011747152619589979,0.07710666421883607,0.03208661417322835,0.8,0.1142481831481325
603,karelyruiz,Karely Ruiz,7000000.0,Mexico,472400.0,593000.0,Lifestyle,0,0.08471428571428571,0.009362952083715808,0.037196850393700784,0.7,0.11413396998956918
207,tatawerneck,Tata Werneck,54100000.0,Brazil,197100.0,306000.0,Cinema & Actors/actresses,Family,0.005656192236598891,0.09583256838626768,0.015519685039370078,0.8,0.11411618441839388
355,toni.kr8s,Toni Kroos,35100000.0,Germany,184000.0,249900.0,Sports with a ball,0,0.007119658119658119,0.060950982192032314,0.014488188976377953,0.9,0.11403079570074853
349,toni.kr8s,Toni Kroos,35100000.0,Germany,184000.0,249900.0,Sports with a ball,0,0.007119658119658119,0.060950982192032314,0.014488188976377953,0.9,0.11403079570074853
51,adele,Adele,50800000.0,United States,1400000.0,1900000.0,0,0,0.03740157480314961,0.08977418762621628,0.11023622047244094,0.5,0.11394013030361293
985,mario_houses,Mario Casas,7000000.0,Spain,210100.0,311000.0,Modeling,Cinema & Actors/actresses,0.04442857142857143,0.009362952083715808,0.016543307086614174,0.9,0.11388897561386616
985,mario_houses,Mario Casas,7000000.0,Spain,210100.0,311000.0,Modeling,Cinema & Actors/actresses,0.04442857142857143,0.009362952083715808,0.016543307086614174,0.9,0.11388897561386616
546,dylansprouse,Dylan Sprouse,9100000.0,United States,352500.0,553400.0,Cinema & Actors/actresses,0,0.060813186813186815,0.013218285294657609,0.02775590551181102,0.8,0.11384194141603424
172,norafatehi,Nora Fatehi,42100000.0,India,424400.0,522299.99999999994,Cinema & Actors/actresses,Shows,0.012406175771971496,0.07380209289517166,0.03341732283464567,0.8,0.11378656274426924
509,julesleblanc,julianna,9800000.0,United States,392300.0,567700.0,Shows,0,0.057928571428571426,0.014503396364971543,0.030889763779527558,0.8,0.11370040023682557
224,sydney_sweeney,Sydney Sweeney,14200000.0,United States,555400.0,1000000.0,Lifestyle,Cinema & Actors/actresses,0.07042253521126761,0.02258123737837342,0.04373228346456693,0.7,0.11368984199093246
337,rohitsharma45,Rohit Sharma,24900000.0,India,324400.0,366300.0,Sports with a ball,Lifestyle,0.014710843373493977,0.042225078024600696,0.025543307086614172,0.9,0.11366052217410064
180,jannatzubair29,Jannat Zubair Rahmani,44100000.0,India,386700.0,471200.0,Cinema & Actors/actresses,0,0.010684807256235827,0.07747383881035433,0.030448818897637793,0.8,0.1136058383251282
324,hannahstocking,Hannah Stocking,22700000.0,United States,297500.0,422800.0,Modeling,0,0.018625550660792953,0.03818615751789976,0.0234251968503937,0.9,0.11359110688976587
568,liverpoolfc,Liverpool Football Club,40300000.0,United Kingdom,81000.0,113100.0,Sports with a ball,0,0.0028064516129032257,0.07049752157150727,0.006377952755905512,0.9,0.11354742766779458
363,houseofhighlights,House of Highlights,36100000.0,United States,130000.0,238100.0,Sports with a ball,0,0.006595567867036011,0.06278685514962365,0.010236220472440945,0.9,0.1135215277861897
193,kartikaaryan,KARTIK AARYAN,26000000.0,India,580400.0,721800.0,Cinema & Actors/actresses,0,0.027761538461538462,0.04424453827795117,0.0457007874015748,0.8,0.11351813434831572
235,sunnyleone,Sunny Leone,53500000.0,India,195500.0,264700.0,Beauty,Cinema & Actors/actresses,0.004947663551401869,0.09473104461171288,0.015393700787401574,0.8,0.11347711896155493
182,domelipa,domelipa,19800000.0,Mexico,850500.0,1000000.0,Lifestyle,0,0.050505050505050504,0.03286212594088489,0.06696850393700787,0.7,0.11345435877168725
885,samsmith,Sam Smith,14600000.0,United States,115300.0,168900.0,Fashion,0,0.01156849315068493,0.023315586561409953,0.009078740157480315,1.0,0.11343782126019303
583,actorprabhas,Prabhas,8800000.0,India,443300.0,496300.0,Shows,Cinema & Actors/actresses,0.05639772727272727,0.012667523407380211,0.03490551181102362,0.8,0.11334045029350971
