S.no,Instagram_name,Name,Subscribers,Audience_country,Authentic_engagement,Engagement_average,Category_1,Category_2,Engagement_Rate,Subscribers_Scaled,Authentic_Engagement_Scaled,Category_Weight,Influencer_Score
949,mccabelinho,LITTLE HAIR,5400000.0,Brazil,218900.0,431900.0,Lifestyle,0,0.07998148148148149,0.00642555535156967,0.017236220472440944,0.7,0.10736750329255168
817,seojuhyun_s,SEOHYUN 서현,7600000.0,Indonesia,295700.0,370600.0,Cinema & Actors/actresses,0,0.04876315789473684,0.010464475858270608,0.023283464566929132,0.8,0.10730129882876176
462,vanessahudgens,🔮Vanessa Hudgens🔮,47100000.0,United States,80400.0,132000.0,Cinema & Actors/actresses,0,0.002802547770700637,0.08298145768312834,0.006330708661417323,0.8,0.10728159814550223
304,brunamarquezine,Bruna Marquezine,43100000.0,Brazil,139500.0,242000.0,Cinema & Actors/actresses,0,0.005614849187935035,0.075637965852763,0.010984251968503937,0.8,0.10713417982470372
677,indiancricketteam,Team India,25600000.0,India,119900.0,139900.0,Sports with a ball,0,0.00546484375,0.04351018909491463,0.009440944881889764,0.9,0.10712718320485234
589,memphisdepay,Memphis Depay,15400000.0,France,155700.0,277200.0,Sports with a ball,0,0.018,0.02478428492748302,0.01225984251968504,0.9,0.10708725398218193
892,fifaworldcup,FIFA World Cup,29100000.0,India,55700.0,84100.0,Sports with a ball,0,0.002890034364261168,0.049935744446484305,0.004385826771653543,0.9,0.10701390243398048
805,klarafgcastanho,Klåra Cåstanho,7400000.0,Brazil,198700.0,385500.0,Cinema & Actors/actresses,0,0.0520945945945946,0.01009730126675234,0.015645669291338583,0.8,0.10699616207613127
80,niallhoran,Niall Horan,30500000.0,United States,1200000.0,1700000.0,0,0,0.05573770491803279,0.05250596658711217,0.09448818897637795,0.5,0.10694450973862236
142,luisitocomunica,Luisillo El Pillo,32400000.0,Mexico,627100.0,828500.0,Humor & Fun & Happiness,Clothing & Outfits,0.025570987654320986,0.05599412520653571,0.04937795275590551,0.7,0.10690222317487019
292,marvelstudios,Marvel Studios,38300000.0,India,249500.0,279600.0,Cinema & Actors/actresses,0,0.007300261096605744,0.0668257756563246,0.019645669291338583,0.8,0.1068969709938074
275,ananyapanday,Ananya 💛💫,23700000.0,India,419700.0,490200.0,Cinema & Actors/actresses,0,0.020683544303797468,0.0400220304754911,0.03304724409448819,0.8,0.10688947568306396
446,mathildtantot,Mathilde,10100000.0,United States,424600.0,642600.0,Lifestyle,Modeling,0.06362376237623762,0.015054158252248944,0.03343307086614173,0.7,0.10665236659939809
452,mathildtantot,Mathilde,10100000.0,United States,424600.0,642600.0,Lifestyle,Modeling,0.06362376237623762,0.015054158252248944,0.03343307086614173,0.7,0.10665236659939809
598,ronaldo,Ronaldo,23500000.0,Brazil,103400.0,178300.0,Sports with a ball,0,0.007587234042553192,0.03965485588397283,0.008141732283464567,0.9,0.10655969683890605
390,yuu_taa_1026,YUTA 悠太,8500000.0,Indonesia,684000.0,895700.0,0,0,0.1053764705882353,0.012116761520102808,0.05385826771653543,0.5,0.10655727023463205
879,jessica.syj,Jessica Jung,10800000.0,Indonesia,189500.0,232400.0,Modeling,Beauty,0.02151851851851852,0.01633926932256288,0.014921259842519685,0.9,0.10649344017268023
238,juliette,Juliette,33400000.0,Brazil,260800.0,414500.0,Cinema & Actors/actresses,0,0.012410179640718564,0.057829998164127046,0.02053543307086614,0.8,0.10642015791969878
769,lacikaysomers,Laci Kay Somers,12200000.0,United States,148500.0,254100.0,Modeling,0,0.020827868852459016,0.01890949146319075,0.01169291338582677,0.9,0.1063425776571062
258,avneetkaur_13,Avneet Kaur Official,32500000.0,India,308500.0,375800.0,Cinema & Actors/actresses,0,0.011563076923076922,0.05617771250229484,0.024291338582677166,0.8,0.10633681223645466
279,tigerjackieshroff,Tiger Shroff,35600000.0,India,263700.0,321300.0,Cinema & Actors/actresses,0,0.009025280898876404,0.06186891867082798,0.020763779527559055,0.8,0.10632354386631078
544,yugyeom,KYUM,11500000.0,Brazil,364600.0,437400.0,Cinema & Actors/actresses,0,0.03803478260869565,0.017624380392876816,0.028708661417322832,0.8,0.10624295944480588
364,lizasoberano,Liza Soberano,17500000.0,Philippines,410300.0,489400.0,Beauty,Cinema & Actors/actresses,0.027965714285714285,0.028639618138424822,0.032307086614173225,0.8,0.10623958847864783
271,thehughjackman,0,30500000.0,United States,338100.0,384400.0,Cinema & Actors/actresses,0,0.01260327868852459,0.05250596658711217,0.026622047244094487,0.8,0.1061175109003624
926,reynmen,reyn,7100000.0,Turkey,264800.0,337400.0,Cinema & Actors/actresses,0,0.04752112676056338,0.00954653937947494,0.020850393700787402,0.8,0.10604249125822533
295,greeicy,Greeicy,21400000.0,Colombia,371700.0,498800.0,Shows,Cinema & Actors/actresses,0.02330841121495327,0.03579952267303103,0.02926771653543307,0.8,0.10591676459497724
675,burcuozberk,Burcu Özberk,9300000.0,Turkey,305400.0,395500.0,Cinema & Actors/actresses,0,0.04252688172043011,0.013585459886175875,0.024047244094488187,0.8,0.10589583947292246
336,aespa_official,aespa 에스파,9500000.0,Indonesia,674800.0,970400.0,0,0,0.10214736842105263,0.013952634477694145,0.053133858267716536,0.5,0.10567150936527261
748,giannis_an34,Giannis Ugo Antetokounmpo,13300000.0,United States,147900.0,233900.0,Sports with a ball,0,0.017586466165413536,0.020928951716541216,0.011645669291338583,0.9,0.1056424058393955
639,dejesusoficial,Gabriel Jesus,18400000.0,Brazil,132400.0,205000.0,Sports with a ball,0,0.011141304347826087,0.030291903800257026,0.010425196850393701,0.9,0.10562913224928629
801,virgilvandijk,Virgil van Dijk,12600000.0,United Kingdom,159800.0,226400.0,Sports with a ball,0,0.017968253968253967,0.019643840646227283,0.01258267716535433,0.9,0.10559698921424066
688,kingryan,Ryan Garcia,9000000.0,United States,261399.99999999997,394800.0,Fitness & Gym,0,0.043866666666666665,0.013034697998898477,0.020582677165354328,0.8,0.10557361149940708
673,kyrieirving,Hélà,17200000.0,United States,140200.0,212100.0,Sports with a ball,0,0.01233139534883721,0.02808885625114742,0.011039370078740156,0.9,0.10556708903062716
731,espn,ESPN,23700000.0,United States,75400.0,137000.0,Sports with a ball,0,0.005780590717299578,0.0400220304754911,0.005937007874015748,0.9,0.10550624700437032
716,demirose,Demi 🌹,19900000.0,United States,130699.99999999999,170400.0,Modeling,Lifestyle,0.00856281407035176,0.03304571323664402,0.010291338582677164,0.9,0.10539710731566936
665,parishilton,Paris Hilton,20200000.0,United States,109300.0,180600.0,Modeling,0,0.00894059405940594,0.03359647512392142,0.008606299212598425,0.9,0.1053764400034585
590,aishwaryaraibachchan_arb,AishwaryaRaiBachchan,10400000.0,India,318200.0,406600.0,Cinema & Actors/actresses,0,0.03909615384615384,0.015604920139526345,0.02505511811023622,0.8,0.10533096120236671
281,iansomerhalder,iansomerhalder,23400000.0,United States,326200.0,487600.0,Cinema & Actors/actresses,0,0.020837606837606836,0.0394712685882137,0.02568503937007874,0.8,0.10531343118552261
735,adrianalima,Adriana Lima,14900000.0,United States,146400.0,215400.0,Modeling,Fashion,0.014456375838926174,0.023866348448687354,0.01152755905511811,0.9,0.10524796668120032
808,nabilla,Nabilla Vergara ✨,8000000.0,France,258300.0,355400.0,Beauty,0,0.044425,0.01119882504130714,0.020338582677165352,0.8,0.10519736404782523
261,lilyjcollins,Lily Collins,26900000.0,United States,300900.0,448000.0,Cinema & Actors/actresses,0,0.016654275092936804,0.045896823939783365,0.023692913385826773,0.8,0.10516933989627511
323,michaelbjordan,Michael B. Jordan,18700000.0,United States,310200.0,514500.0,Cinema & Actors/actresses,0,0.027513368983957218,0.030842665687534427,0.0244251968503937,0.8,0.10514318666992198
317,burakozcivit,Burak Özçivit,22000000.0,Turkey,371500.0,451100.0,Cinema & Actors/actresses,0,0.020504545454545456,0.03690104644758583,0.029251968503937006,0.8,0.10512252581688135
786,arsenal,Arsenal,22800000.0,United Kingdom,85300.0,129100.0,Sports with a ball,0,0.005662280701754386,0.038369744813658895,0.006716535433070866,0.9,0.1051191428114136
670,bleacherreport,Bleacher Report,19600000.0,United States,94300.0,186100.0,Sports with a ball,0,0.009494897959183674,0.03249495134936662,0.007425196850393701,0.9,0.10503148395856221
322,sofiacarson,Sofia Carson,20300000.0,Brazil,350600.0,475300.0,Cinema & Actors/actresses,0,0.023413793103448276,0.03378006241968056,0.027606299212598426,0.8,0.10502079580980318
638,sarahhyland,Sarah Hyland,9900000.0,United States,310100.0,387700.0,Cinema & Actors/actresses,Lifestyle,0.03916161616161616,0.014686983660730677,0.02441732283464567,0.8,0.10495420612979481
419,demetozdemir,Demet Özdemir,15400000.0,India,357800.0,456600.0,Cinema & Actors/actresses,0,0.02964935064935065,0.02478428492748302,0.02817322834645669,0.8,0.10492967140727652
454,miguel.g.herran,Miguel Herrán,13800000.0,Brazil,309500.0,465700.0,Cinema & Actors/actresses,0,0.0337463768115942,0.021846888195336884,0.02437007874015748,0.8,0.10492663293127026
449,miguel.g.herran,Miguel Herrán,13800000.0,Brazil,309500.0,465700.0,Cinema & Actors/actresses,0,0.0337463768115942,0.021846888195336884,0.02437007874015748,0.8,0.10492663293127026
843,rafakalimann,Rafa Kalimann,23100000.0,Brazil,67300.0,121400.0,Modeling,0,0.005255411255411255,0.038920506700936296,0.005299212598425197,0.9,0.10483815903213044
737,davidluiz23,David Luiz,22200000.0,Brazil,65800.0,144600.0,Sports with a ball,0,0.006513513513513513,0.03726822103910409,0.0051811023622047245,0.9,0.10482209218957758
983,mb459,Mario Balotelli Barwuah 🇮🇹🇬🇭⚽️,10500000.0,Turkey,140700.0,206000.0,Sports with a ball,0,0.01961904761904762,0.01578850743528548,0.011078740157480315,0.9,0.10479991930970077
983,mb459,Mario Balotelli Barwuah 🇮🇹🇬🇭⚽️,10500000.0,Turkey,140700.0,206000.0,Sports with a ball,0,0.01961904761904762,0.01578850743528548,0.011078740157480315,0.9,0.10479991930970077
935,sinavaliollah,Sina Valiollah,7300000.0,Iran,256200.0,323200.0,Shows,0,0.04427397260273973,0.009913713970993207,0.02017322834645669,0.8,0.10471834890168522
606,vousmevoyez,KRYSTAL,10400000.0,Indonesia,304700.0,395200.0,Cinema & Actors/actresses,0,0.038,0.015604920139526345,0.023992125984251968,0.8,0.10467990123870831
335,hassan_reyvandi,hasan reyvandi حسن ریوندی,19700000.0,Iran,337900.0,466900.0,Cinema & Actors/actresses,Humor & Fun & Happiness,0.023700507614213197,0.03267853864512576,0.026606299212598425,0.8,0.1046050244817427
575,sushitrash,JOJI,6500000.0,United States,570600.0,698100.0,0,0,0.1074,0.00844501560492014,0.04492913385826772,0.5,0.10447933145312958
493,kyo1122,Song hyekyo,13400000.0,Indonesia,336700.0,428700.0,Cinema & Actors/actresses,0,0.03199253731343284,0.02111253901230035,0.026511811023622045,0.8,0.10443313883378766
573,pozevidalouca,Poze Do Rodo 🤑,8199999.999999999,Brazil,223100.0,560800.0,Lifestyle,0,0.06839024390243903,0.011565999632825407,0.017566929133858267,0.7,0.10433928327759488
972,thibautcourtois,Thibaut Courtois,11000000.0,Spain,135200.0,196300.0,Sports with a ball,0,0.017845454545454546,0.01670644391408115,0.010645669291338582,0.9,0.10427924885067388
972,thibautcourtois,Thibaut Courtois,11000000.0,Spain,135200.0,196300.0,Sports with a ball,0,0.017845454545454546,0.01670644391408115,0.010645669291338582,0.9,0.10427924885067388
314,whinderssonnunes,Whindersson Nunes,58800000.0,Brazil,111200.0,171900.0,Humor & Fun & Happiness,0,0.002923469387755102,0.10446117128694696,0.008755905511811024,0.7,0.10425892024354833
371,eminem,Marshall Mathers,36500000.0,Iran,171400.0,221200.0,Cinema & Actors/actresses,0,0.006060273972602739,0.06352120433266019,0.013496062992125983,0.8,0.10417968348726436
595,matue,0,8100000.0,Brazil,288800.0,530600.0,Lifestyle,Sports with a ball,0.06550617283950617,0.011382412337066276,0.022740157480314962,0.7,0.10416522433298533
865,jordynwoods,HEIR JORDYN,12600000.0,United States,107200.0,203000.0,Modeling,Lifestyle,0.01611111111111111,0.019643840646227283,0.008440944881889763,0.9,0.10402578561469059
438,parineetichopra,𝙿𝚊𝚛𝚒𝚗𝚎𝚎𝚝𝚒 𝙲𝚑𝚘𝚙𝚛𝚊 🫧,37700000.0,India,153500.0,177300.0,Cinema & Actors/actresses,0,0.004702917771883289,0.0657242518817698,0.012086614173228346,0.8,0.10401576550792993
954,tovinothomas,Tovino⚡️Thomas,7000000.0,India,179100.0,321700.0,Cinema & Actors/actresses,0,0.045957142857142856,0.009362952083715808,0.01410236220472441,0.8,0.10401221520891678
954,tovinothomas,Tovino⚡️Thomas,7000000.0,India,179100.0,321700.0,Cinema & Actors/actresses,0,0.045957142857142856,0.009362952083715808,0.01410236220472441,0.8,0.10401221520891678
828,alexis_officia1,Sanchez Alexis,14500000.0,Chile,115400.0,190500.0,Sports with a ball,0,0.013137931034482759,0.02313199926565082,0.009086614173228346,0.9,0.10401209502813404
848,rafaelnadal,Rafa Nadal,16100000.000000002,Spain,131300.0,164100.0,Sports with a ball,0,0.01019254658385093,0.02606939599779696,0.010338582677165354,0.9,0.10396555396831254
379,nattinatasha,NATTI NATASHA,35900000.0,Mexico,179200.0,215000.0,Cinema & Actors/actresses,0,0.005988857938718663,0.06241968055810538,0.01411023622047244,0.8,0.10394349458701357
286,iammichelemorroneofficial,Michele Morrone,15300000.0,Brazil,498400.0,714900.0,Lifestyle,Cinema & Actors/actresses,0.04672549019607843,0.024600697631723886,0.039244094488188976,0.7,0.10391922426558634
708,yg_treasure_official,TREASURE (트레저),5600000.0,Indonesia,483400.0,618500.0,0,0,0.11044642857142857,0.006792729943087938,0.03806299212598425,0.5,0.10382898883669467
361,joeyking,Joey King,19100000.0,Brazil,313900.0,449300.0,Cinema & Actors/actresses,Modeling,0.023523560209424085,0.031577014870570956,0.024716535433070865,0.8,0.10382583563155512
730,juki_lop,JukiLop,9400000.0,Mexico,300000.0,349100.0,Shows,Family,0.03713829787234042,0.01376904718193501,0.023622047244094488,0.8,0.10371044275233558
952,danielricciardo,Daniel Ricciardo,7300000.0,United States,238300.0,309400.0,Racing Sports,0,0.04238356164383562,0.009913713970993207,0.018763779527559053,0.8,0.10368029475434404
952,danielricciardo,Daniel Ricciardo,7300000.0,United States,238300.0,309400.0,Racing Sports,0,0.04238356164383562,0.009913713970993207,0.018763779527559053,0.8,0.10368029475434404
839,alvaromorata,Álvaro Morata,17900000.0,Italy,96700.0,149500.0,Sports with a ball,Literature & Journalism,0.008351955307262569,0.029373967321461355,0.0076141732283464564,0.9,0.10367580696501273
467,saweetie,0,13100000.0,United States,201800.0,469200.0,Cinema & Actors/actresses,0,0.03581679389312977,0.02056177712502295,0.01588976377952756,0.8,0.10367320345066432
788,willyrex,Willyrex,8800000.0,Spain,284400.0,337200.0,Shows,0,0.03831818181818182,0.012667523407380211,0.022393700787401574,0.8,0.10360626990696713
613,skaijackson,S K A I,8000000.0,United States,290500.0,512700.00000000006,Lifestyle,0,0.0640875,0.01119882504130714,0.022874015748031495,0.7,0.10356945066199844
857,kingarturo23oficial,Arturo Vidal,18400000.0,Italy,87900.0,141900.0,Sports with a ball,0,0.00771195652173913,0.030291903800257026,0.006921259842519685,0.9,0.1035566057172767
376,9gag,9GAG: Go Fun The World,58100000.0,Indonesia,105200.0,134600.0,Humor & Fun & Happiness,0,0.002316695352839931,0.10317606021663302,0.008283464566929133,0.7,0.10353618911951169
890,thiagosilva,Thiago Silva,19800000.0,Brazil,73200.0,123300.0,Sports with a ball,0,0.006227272727272727,0.03286212594088489,0.005763779527559055,0.9,0.10350230277868638
973,rubyrose,Ruby Rose,20100000.0,United States,82000.0,108300.0,Modeling,0,0.005388059701492537,0.03341288782816229,0.006456692913385827,0.9,0.10347042881172289
973,rubyrose,Ruby Rose,20100000.0,United States,82000.0,108300.0,Modeling,0,0.005388059701492537,0.03341288782816229,0.006456692913385827,0.9,0.10347042881172289
930,ashleygraham,A S H L E Y  G R A H A M,19000000.0,United States,92700.0,122600.0,Modeling,0,0.006452631578947369,0.031393427574811825,0.007299212598425197,0.9,0.10345892342370755
854,zo,Lonzo Ball,14700000.0,United States,98900.0,178100.0,Sports with a ball,0,0.012115646258503402,0.023499173857169087,0.00778740157480315,0.9,0.10345349097551274
701,dkharbour,David Harbour,9700000.0,United States,274500.0,359700.0,Cinema & Actors/actresses,0,0.03708247422680412,0.014319809069212411,0.021614173228346457,0.8,0.10345176705715468
470,loud_victor,Victor Augusto,10700000.0,Brazil,449100.0,573900.0,Lifestyle,Sports with a ball,0.05363551401869159,0.016155682026803748,0.03536220472440945,0.7,0.10337335116039964
907,jacksepticeye,Jacksepticeye,7900000.0,United States,268200.0,311500.0,Computers & Gadgets,Machinery & Technologies,0.03943037974683544,0.011015237745548008,0.021118110236220473,0.8,0.10330034526964268
249,janhvikapoor,Janhvi Kapoor,18500000.0,India,581100.0,693300.0,Lifestyle,Cinema & Actors/actresses,0.037475675675675675,0.030475491096016157,0.045755905511811024,0.7,0.10328409870143732
696,marinaruybarbosa,Marina Ruy Barbosa,40900000.0,Brazil,56300.0,85900.0,Cinema & Actors/actresses,0,0.002100244498777506,0.07159904534606207,0.004433070866141732,0.8,0.10320642557655799
359,alexandradaddario,alexandra daddario,22500000.0,India,313100.0,382600.0,Cinema & Actors/actresses,0,0.017004444444444444,0.03781898292638149,0.024653543307086613,0.8,0.10307818131710957
331,juanpazurita,Juanpa Zurita,30300000.0,Mexico,214900.0,306100.0,Cinema & Actors/actresses,0,0.010102310231023101,0.0521387919955939,0.016921259842519683,0.8,0.10306681365959136
91,jacksonwang852g7,Jackson Wang,30000000.0,China,1200000.0,1400000.0,0,0,0.04666666666666667,0.05158803010831651,0.09448818897637795,0.5,0.10304071349443722
975,brfootball,Bleacher Report Football,12600000.0,United States,105700.0,170900.0,Sports with a ball,0,0.013563492063492064,0.019643840646227283,0.008322834645669292,0.9,0.10298311594839887
975,brfootball,Bleacher Report Football,12600000.0,United States,105700.0,170900.0,Sports with a ball,0,0.013563492063492064,0.019643840646227283,0.008322834645669292,0.9,0.10298311594839887
373,khabib_nurmagomedov,Хабиб Нурмагомедов,33600000.0,Russia,168000.0,235800.0,Fitness & Gym,0,0.0070178571428571425,0.05819717275564531,0.013228346456692913,0.8,0.10291196397517505
873,keyshiakaoir,Keyshia Ka'oir Davis,7800000.0,United States,182600.0,327300.0,Fitness & Gym,0,0.04196153846153846,0.010831650449788875,0.014377952755905511,0.8,0.10290970107073316
976,kaka,Kaká,18800000.0,Brazil,70200.0,114700.0,Sports with a ball,0,0.006101063829787234,0.03102625298329356,0.00552755905511811,0.9,0.1028538132379266
976,kaka,Kaká,18800000.0,Brazil,70200.0,114700.0,Sports with a ball,0,0.006101063829787234,0.03102625298329356,0.00552755905511811,0.9,0.1028538132379266
173,cznburak,Burak Özdemir,40400000.0,Turkey,398900.0,541900.0,Food & Cooking,0,0.013413366336633663,0.07068110886726639,0.03140944881889764,0.7,0.1028515689586129
650,natashawilona12,Natasha Wilona,39400000.0,Indonesia,78500.0,93700.0,Beauty,0,0.002378172588832487,0.06884523590967506,0.0061811023622047245,0.8,0.10284106028087647
528,liamhemsworth,Liam Hemsworth,13000000.0,United States,280900.0,398900.0,Cinema & Actors/actresses,0,0.030684615384615383,0.02037818982926382,0.022118110236220474,0.8,0.1028109251498694
965,jordialbaoficial,Jordi Alba,14600000.0,Spain,103900.0,150200.0,Sports with a ball,0,0.010287671232876713,0.023315586561409953,0.008181102362204724,0.9,0.10274596493401462
965,jordialbaoficial,Jordi Alba,14600000.0,Spain,103900.0,150200.0,Sports with a ball,0,0.010287671232876713,0.023315586561409953,0.008181102362204724,0.9,0.10274596493401462
369,c.syresmith,Jaden Smith,19200000.0,United States,275400.0,426200.0,Cinema & Actors/actresses,Lifestyle,0.022197916666666668,0.03176060216633009,0.021685039370078738,0.8,0.10274435519058146
1000,syifahadjureal,Syifa Hadju,15500000.0,Indonesia,110200.0,136100.0,Modeling,0,0.008780645161290323,0.024967872223242153,0.008677165354330708,0.9,0.10273805280235493
1000,syifahadjureal,Syifa Hadju,15500000.0,Indonesia,110200.0,136100.0,Modeling,0,0.008780645161290323,0.024967872223242153,0.008677165354330708,0.9,0.10273805280235493
477,lilpeep,lil peep,7600000.0,United States,475600.0,799900.0,0,0,0.10525,0.010464475858270608,0.03744881889763779,0.5,0.10272910653700874
520,golfarahani,Golshifteh Farahani,13700000.0,Iran,301700.0,388900.0,Cinema & Actors/actresses,0,0.028386861313868614,0.021663300899577752,0.02375590551181102,0.8,0.10260491589778299
792,jackblack,Jack Black,8900000.0,United States,251800.0,328800.0,Cinema & Actors/actresses,0,0.0369438202247191,0.012851110703139343,0.019826771653543306,0.8,0.10259821563153812
660,geneliad,Genelia Deshmukh,10400000.0,India,282600.0,350000.0,Cinema & Actors/actresses,0,0.03365384615384615,0.015604920139526345,0.022251968503937007,0.8,0.10259340820418378
651,chrissyteigen,chrissy teigen,39100000.0,United States,72000.0,94000.0,Shows,Modeling,0.002404092071611253,0.06829447402239766,0.005669291338582677,0.8,0.10258383730308035
736,shivangijoshi18,शिवांगी जोशी,7400000.0,India,365100.0,439500.0,Lifestyle,0,0.05939189189189189,0.01009730126675234,0.028748031496062993,0.7,0.10253555343599505
432,shaymitchell,Shay Mitchell,34300000.0,United States,140100.0,196400.0,Beauty,Family,0.005725947521865889,0.05948228382595925,0.011031496062992125,0.8,0.10234136336913258
127,rosalia.vt,LA ROSALÍA,21900000.0,Spain,1000000.0,1400000.0,0,0,0.0639269406392694,0.03671745915182669,0.07874015748031496,0.5,0.10233404549731877
724,hichasestokes,0,7400000.0,United States,301700.0,452000.0,Humor & Fun & Happiness,Lifestyle,0.06108108108108108,0.01009730126675234,0.02375590551181102,0.7,0.10221280391482034
393,kjapa,KJ Apa,18500000.0,United States,279800.0,399800.0,Cinema & Actors/actresses,0,0.021610810810810812,0.030475491096016157,0.022031496062992127,0.8,0.1021932708657276
444,madhuridixitnene,Madhuri Dixit,32700000.000000004,India,173000.0,200400.0,Cinema & Actors/actresses,0,0.0061284403669724765,0.05654488709381312,0.013622047244094488,0.8,0.10213925172375184
602,avrillavigne,Avril Lavigne,11700000.0,Brazil,284500.0,354200.0,Cinema & Actors/actresses,Fashion,0.030273504273504274,0.017991554984395083,0.022401574803149606,0.8,0.10198718316535017
334,aron.piper,ARON🌜🌞,13600000.0,Brazil,356400.0,671500.0,Lifestyle,0,0.049375,0.021479713603818618,0.028062992125984253,0.7,0.10180651250634243
348,chiaraferragni,Chiara Ferragni ✨,27800000.0,Italy,189800.0,315200.0,Beauty,0,0.011338129496402878,0.04754910960161557,0.014944881889763778,0.8,0.1017889610569986
354,chiaraferragni,Chiara Ferragni ✨,27800000.0,Italy,189800.0,315200.0,Beauty,0,0.011338129496402878,0.04754910960161557,0.014944881889763778,0.8,0.1017889610569986
72,camila_cabello,camila,65099999.99999999,Brazil,704300.0,956700.0,0,0,0.014695852534562215,0.11602717091977235,0.05545669291338583,0.5,0.10177783087243376
849,iiqraaziz,IQRA AZIZ HUSSAIN🇵🇰,8800000.0,India,265600.0,302700.0,Beauty,Modeling,0.034397727272727274,0.012667523407380211,0.020913385826771654,0.8,0.10174202509665932
205,nct,NCT Official Instagram,14600000.0,Indonesia,918300.0,1100000.0,0,0,0.07534246575342465,0.023315586561409953,0.07230708661417323,0.5,0.1015930795926275
693,jamorant,12 🥷🏽🖤,7700000.0,United States,284600.0,459900.0,Winter sports,Sports with a ball,0.059727272727272726,0.010648063154029741,0.022409448818897636,0.7,0.10156721780089753
534,superstar_dewasi99,SUPERSTARDEWASI 99,13500000.0,India,241700.0,381800.0,Cinema & Actors/actresses,0,0.02828148148148148,0.021296126308059486,0.019031496062992124,0.8,0.10150772969760888
400,markruffalo,Mark Ruffalo,20900000.0,Brazil,276400.0,348100.0,Cinema & Actors/actresses,0,0.016655502392344496,0.034881586194235356,0.021763779527559056,0.8,0.10147943272072023
405,yasmine_sabri,Yasmine Sabri,19600000.0,Egypt,262900.0,368800.0,Cinema & Actors/actresses,Lifestyle,0.018816326530612246,0.03249495134936662,0.020700787401574803,0.8,0.10141517349736986
974,joesthetics,Jo Lindner,7600000.0,India,190000.0,289600.0,Fitness & Gym,0,0.03810526315789474,0.010464475858270608,0.014960629921259842,0.8,0.10137357400489107
974,joesthetics,Jo Lindner,7600000.0,India,190000.0,289600.0,Fitness & Gym,0,0.03810526315789474,0.010464475858270608,0.014960629921259842,0.8,0.10137357400489107
186,bambam1a,BamBam,16700000.0,Brazil,917300.0,1200000.0,0,0,0.0718562874251497,0.027170919772351757,0.07222834645669292,0.5,0.101339460193104
563,amauryguichon,Amaury Guichon,9500000.0,United States,404000.0,492300.0,Food & Cooking,0,0.05182105263157895,0.013952634477694145,0.03181102362204724,0.7,0.10127641612034927
898,theamitbhadana,Amit Bhadana ( अमित भड़ाना ),8500000.0,India,239100.0,294800.0,Shows,0,0.03468235294117647,0.012116761520102808,0.018826771653543305,0.8,0.10127332396321011
846,sofiaalcastro,♡sofia castro,8800000.0,Colombia,225000.0,306400.0,Shows,Cinema & Actors/actresses,0.03481818181818182,0.012667523407380211,0.017716535433070866,0.8,0.10127083683610098
461,channingtatum,Channing Tatum,17000000.0,United States,254700.0,367100.0,Cinema & Actors/actresses,0,0.021594117647058823,0.027721681659629155,0.02005511811023622,0.8,0.10096517517875953
399,deiveleonardo,Deive Leonardo,12100000.0,Brazil,330300.0,608100.0,Literature & Journalism,Trainers & Coaches,0.050256198347107435,0.018725904167431615,0.02600787401574803,0.7,0.10092182539222205
814,sivakarthikeyan,Sivakarthikeyan Doss,5200000.0,India,460600.0,542500.0,0,0,0.10432692307692308,0.006058380760051404,0.03626771653543307,0.5,0.10080182676587127
413,annakendrick47,Anna Kendrick,22200000.0,United States,244300.0,319300.0,Cinema & Actors/actresses,0,0.014382882882882883,0.03726822103910409,0.019236220472440946,0.8,0.10078086355937259
353,michelleobama,Michelle Obama,50800000.0,United States,156100.0,174600.0,Finance & Economics,Business & Careers,0.003437007874015748,0.08977418762621628,0.012291338582677166,0.7,0.1007653271540066
691,willevy,William  Levy / Actor Producer,10900000.0,Brazil,242100.0,326100.0,Shows,Cinema & Actors/actresses,0.029917431192660552,0.016522856618322014,0.01906299212598425,0.8,0.10073642788775769
618,aleoliveiracm,Alê Oliveira,8500000.0,Brazil,198000.0,507900.0,Humor & Fun & Happiness,0,0.059752941176470585,0.012116761520102808,0.015590551181102362,0.7,0.10065431516283954
239,xxxibgdrgn,권지용(權志龍),21300000.0,Indonesia,504800.0,640000.0,Photography,Fashion,0.03004694835680751,0.035615935377271896,0.03974803149606299,0.7,0.10065316625511717
977,therealjosephmorgan,Joseph Morgan,8000000.0,Brazil,219800.0,275100.0,Cinema & Actors/actresses,Lifestyle,0.0343875,0.01119882504130714,0.01730708661417323,0.8,0.1005760648352268
977,therealjosephmorgan,Joseph Morgan,8000000.0,Brazil,219800.0,275100.0,Cinema & Actors/actresses,Lifestyle,0.0343875,0.01119882504130714,0.01730708661417323,0.8,0.1005760648352268
637,jeromepolin,Jerome Polin Sijabat ジェローム,7000000.0,Indonesia,379000.0,555500.0,Education,Humor & Fun & Happiness,0.07935714285714286,0.009362952083715808,0.02984251968503937,0.6,0.10052024670497976
499,bernardokath,Kathryn Bernardo 🐘,17400000.0,Philippines,270700.0,326200.0,Beauty,Cinema & Actors/actresses,0.01874712643678161,0.02845603084266569,0.02131496062992126,0.8,0.10029865195349662
621,andreavaldirisos,ANDREA VALDIRI 🇨🇴,8700000.0,Colombia,326900.0,465000.0,Lifestyle,Beauty,0.05344827586206897,0.012483936111621076,0.02574015748031496,0.7,0.10027252267437689
